code,year,type,subtype,fatalities,location,source,description
D,1916.05,lynching,"race, extralegal",1,"Waco, TX",Gilje,"May: After white court convicted 17 year old black Jesse Washington of murdering the wife of a white farmer and sentenced him to death, a mob of 1500 seized Washington, dragged him through town by a chain, hanged him, stabbed him, pelted him with rocks and other objects and finally burned him. Parts of his body were cut off as souvenirs."
,1916.06,riot,labor,1,"Virginia, MN",Gilje,"June: Oliver Mining Company guards battle with striking iron miners on picket line. Shots exchanged. Three miners shot, one later died of wounds. Some guards injured."
,1916.07,terrorism,political,12,"San Francisco, CA",Wiki,"The Preparedness Day Bombing was a bombing in San Francisco, California on July 22, 1916 when the city held a parade in honor of Preparedness Day, in anticipation of entering World War I. During the parade a suitcase bomb was detonated, killing ten and wounding forty in the worst such act in San Francisco history. Two labor leaders, Thomas Mooney and Warren Billings were convicted in separate trials and sentenced to be hanged. Rena Mooney and Israel Weinberg were acquitted.["
,1916.09,lynching,race,2,"Hohenwald, TN",Gilje,"September: Two blacks lynched by masked mob. The men - Wiley Tidwell and Manuel Carter, had been accused of killing Buck Burns at the Gordensburg mines.	"
,1916.09,riot,labor,1,"Tacoma, WW",Gilje,"September: T.W. Bethel was killed by strikers for being a ""scab."""
,1916.10,lynching,race,1,"Abbeville, SC",Gilje,"October: A white mob lynch Anthony Crawford, a prosperous black farmer whose assets were 20,000. He had been beaten and jailed for ""impudence"" for arguing with a white merchant over the price of a cotton seed. A few hours after he was jailed he was lynched."
,1916.10,riot,labor,2,"Bayonne, NJ",HC_1916_10_12.pdf,"Standard Oil strike. 1 woman killed, 2 men prob. mortally wounded when police shot into strikers"
,1916.10,riot,extralegal,1,"Gainsville, FL",Gilje,October: White mob lynched black without opposition from other blacks despite black numerical majority.
D,1916.11,riot,labor,7,"Everett, WA",HC_1917_01_22.pdf,5 IWWs and 2 dep. sheriffs killed last November
,1916.11,riot,labor,7,"Everett, WA",Gilje,November: Police meet ferry carrying over 200 Wobblies to town. Gunfire erupts and men are killed on both sides. At least four wobblies and two deputies. Many injured. National Guard sent to area.
,1917.02,riot,labor,1,Philadelphia,Gilje,"February: Wives of strikers clash with police. Began with march of wives and daughters at the Franklin Sugar refinery, to demand just settlement. Fighting grew worse when police escorted black strikebreakers. Police fired into crowd, killing 30 year old Maniguenas Detkoboc."
,1917.03,riot,economic,1,Philadelphia,Gilje,"March: Food riots. Troops killed one woman and wounded others, breaking their occupation of the city's marketplace."
,1917.05,lynching,extralegal,1,"Memphis, TN",Gilje,"May: 5,000 whites seized Ell Person from the sheriff, hanged and burned him alive. He was convicted of rape and murder."
,1917.05,riot,race,1,NYC,Gilje,May: Small race riot; one black killed and several injured.
,1917.06,riot,prison,1,"Joliet Penitentiary, IL",Leeke 1973,6/06 1 inmate killed
,1917.07,riot,labor,2,"Bisbee, AZ",Gilje,"July: Vigilantes seized and deport IWW's and strikers. Two men killed (one on each side). A total of 1,186 shipped to New Mexico in cattle cars."
D,1917.07,riot,race,5,"Chester, PA",HC_1917_07_30.pdf,"Five Dead, Scores Injured and Many Arrested In Chester Riots"
,1917.07,riot,race,6,"Chester, PA",Gilje,July: Race riot. Began with the killing of a National Guardsman by a black man because the Guardsman insulted two black girls. Two days later rioting broke out that lasted three days. Three whites and three blacks killed. Many other injured. Many blacks left town.
,1917.07,riot,labor,1,"Flat River, MO",HC_1917_07_14.pdf,American vs foreign miners: 1 man killed and 40-50 injured
,1917.07,riot,race,48,St. Louis,HC_1917_07_06.pdf,"East St. Louis riot. July 2, 1917. "
,1917.08,lynching,labor,1,"Butte, MT",Gilje,"August: During Copper Mine strike, vigilantes took IWW agitator Frank Little from his boarding house in the middle of the night, dragged him through town, tied to back of an automobile, and hanged him from a RR bridge."
,1917.08,lynching,race,1,"Heathville, VA",Gilje,"August: White farmers lynch A.N. Page, a black."
D,1917.08,riot,military,20,"Houston, TX",HC_1917_08_24.pdf,Camp Logan riot. At least 12 were shot and killed by negro soldiers. The number of blacks killed is unknown.
,1917.08,riot,race,20,"Houston, TX",Gilje,"August: Black soldiers riot. Repeated incidents of white harassment and police brutality created frustration among black soldiers stationed tere. After two other such incidents on the 23rd, about 100 soldiers seized their weapons and marched to town. In the ensuing gun battle four black soldiers, 16 whites killed. In ensuing court martials, 13 blacks sentenced to death, 42 given life sentences, 4 acquitted."
,1917.08,riot,labor,1,"Lima, OH",HC_1917_08_10.pdf,"Street car strike. Strikers vs. armed guards. 3 shot, 1 is not expected to survive"
,1917.09,lynching,race,1,"Goose Creek, TX",Gilje,"September: Mob of several hundred lynched Bert Smith, a black cook from a small oil company, after he had been accused of raping a white woman. The whites overpowered three deputies and took the prisoner from jail. He was hanged from a tree."
,1917.09,riot,labor,2,"Milwaukee, WI",Gilje,September: Two killed in a labor/Italian clash.
,1917.09,riot,political,1,Philadelphia,HC_1919_01_23.pdf,Riots during primary elections in Sept. 1917. 1 policeman killed.
,1917.10,lynching,race,1,"Danville, VA",Gilje,"October: Mob shoots Walter Clark, who had killed a policeman as he resisted arrest. They also beat up a black undertaker in the crowd."
,1917.10,riot,other,1,"Jersey City, NJ",Gilje,October: Crowd attacks and kills a man who insults a soldier.
,1917.10,lynching,race,1,New Orleans,Gilje,"October: Mob killed Fred Johnson, a black, for stealing a mesh bag from a white woman."
,1917.11,lynching,race,1,Georgia,Gilje,"November: For allegedly writing an ""insolent"" letter to a white woman, Jesse Staten was shot to death."
,1917.11,lynching,race,1,"Welch, WV",Gilje,November: Unidentified black shot to death for allegedly attacking a white woman.
,1917.12,riot,,2,"Bridgeport, CT",HC_1917_12_18.pdf,2 fatally wounded and 4 injured
D,1917.12,riot,,1,"Bridgeport, CT",HC_1918_10_04.pdf,Keystone Club riot 
,1917.12,lynching,race,1,"Dyersburg, TN",Gilje,December: Mob burned to death Ligon Scott for allegedly attacking a white woman.
,1917.12,lynching,race,1,"Matter, GA",Gilje,December: Claxton Dekle hanged for killing in a quarrel.
,1917.12,lynching,race,1,"Rock Spring, WY",Gilje,December: Wade Hampton hanged for annoying a white woman.
,1918.00,riot,race,5,"Chester, PA",EARR I:94,"3 blacks, 2 whites killed"
,1918.00,lynching,race,4,"Valdosta, GA",EARR I:94,"Following a murder of 2 whites by a black, a white mob lynched 3 innocent black men. When the wife of one of them, Mary Turner, threatened to identify the killers, she was kidnapped and lynched."
,1918.01,lynching,race,1,"Hazelhurst, MS",Gilje,January: Sam Edward burned to death. He was charged with murdering a 17 year old white girl.
,1918.02,lynching,race,1,"Aberdeen, GA",Gilje,February: Mob lynched black accused of robbery and kidnapping a child. The child was later found safe.
,1918.02,lynching,race,3,"Delhi, LA",Gilje,February: Whites lynch three blacks accused of stealing hogs.
,1918.02,lynching,race,1,"Estill Springs, TN",Gilje,February: Mob lynches a black for aiding an escaped murderer.
,1918.02,lynching,race,1,"Estill Springs, TN",Gilje,"February: Black sharecropper slowly burned to death for defending himself from a beating by his employer. This was the first lynching investigated by Walter White for the NAACP. White says that the town ""was as remote from the outside world as though it had been in Tibet.""	"
,1918.02,lynching,race,1,"Estill Springs, TN",Gilje,"February: Mob burned to death a black accused of murdering two whites.	"
,1918.03,lynching,race,1,"Crawdfordville, GA",Gilje,March: Mob took a black out of jail and hanged him. He had already been convicted of assaulting a white woman.
,1918.03,riot,labor,1,"Hillsboro, IL",Gilje,"March: Mob went in search of three labor agitators who had registered as cos.(??) When they couldn't find them they gutted their house. They attempted to search another house and a gun battle ensued. Four were injured, one man later died of his wounds."
,1918.03,lynching,race,1,"Lewiston, NC",Gilje,March: Mob lynched a black for allegedly attacking a white woman.
,1918.03,lynching,race,1,"Monroe, LA",Gilje,March: Mob hanged a black for allegedly attacking a white woman.
,1918.04,lynching,political,1,"Collinsville, IL",Gilje,April: Mob hanged Robert P. Prager for supposedly making disloyal remarks. Crowd estimated at 300-400 and accused Prager of being a German socialist uttering disloyal remarks and being a spy.
,1918.04,lynching,extralegal,1,"Lexington, KY",Gilje,April: Mob hanged Berry Noges for murder of sheriff W.E. McBride.
,1918.04,lynching,extralegal,1,"Monroe, CA",Gilje,"April: Clyde Williams hanged by a mob for shooting C. L. Thomas, Missouri Pacific station agent at Fawndale."
,1918.04,lynching,"extralegal, race",1,"Poplarville, MS",Gilje,April: White mob lynched a black after court sentenced black man to life in prison for murdering a white.
,1918.05,lynching,race,1,"Barnesville, GA",Gilje,May: Mob shoots a black for murder.
,1918.05,riot,race,11,"Brooks Flowndes Co, GA",Gilje,"May: After a black man killed a white farmer and wounded his wife in revenge for a whipping (the black man had been in debt to the white) a lynch mob formed that went on an orgy of murder that left 11 blacks dead. Included was a pregnant woman who protested that her husband had nothing to do with the murder. Not only was the husband killed, she was burned and her baby, prematurely delivered, kicked about by the mob."
,1918.05,lynching,extralegal,1,"Cordele, GA",Gilje,May: Mob hangs James Cobb for allegedly murdering Mrs. Roy Simmons.
,1918.05,lynching,race,1,"Erwin, TN",Gilje,May: Mob shoots and burns a black for allegedly murdering a white girl.
,1918.05,lynching,race,1,"Miami, FL",Gilje,May: Henry Jackson hanged by mob for throwing a white man under a train.
,1918.05,lynching,race,1,"Rel Level, AL",Gilje,May: Mob shoots black for allegedly assaulting a white woman.
,1918.06,lynching,extralegal,1,"Earle, AR",Gilje,June: Mob hanged Allen Mitchel for wounding Mrs. W. M. Langston.
,1918.06,lynching,race,1,"Madill, OK",Gilje,June: L. MacGill hanged for alleged attack on a white woman.
,1918.06,lynching,extralegal,1,"Manghan, LA",Gilje,June: George Clayton hanged for murdering his employer Ben Brooks. He wounded six men fighting off the posse.
,1918.06,lynching,extralegal,6,Texas,Gilje,June: A mother and five children lynched by a mob. The reason was that there was a planned conspiracy to avenge the killing of another son by officers trying to arrest him for draft evasion.
,1918.07,lynching,race,1,"Ben Hur, TX",Gilje,July: Black hanged for allegedly assaulting a white woman.
D,1918.07,riot,race,5,Philadelphia,HC_1918_07_29.pdf,"1 white killed, 1 policemen killed, another will prob die."
,1918.07,riot,race,4,Philadelphia,Gilje,"July: Riot begins with an attack on a house just purchased by a black woman. Continues with whites attacking blacks and their property. Blacks often fight back. Four die in the rioting - three were white. Police arrest blacks and whites, but brutalize blacks."
,1918.08,lynching,race,1,"Bastrop, LA",Gilje,August: Mob hanged a black for allegedly attacking a white woman.
D,1918.08,riot,race,1,"Camp Merritt, NJ",HC_1918_08_21.pdf,"Military police vs negro soldiers. 1 killed, 5 wounded"
